x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
1.822680, 1.912787, 32.442363, 0.877370, 1.327193, 2.116339, 0.154279, 1.579852, 1.403745, -0.127185, 0.954365, 1.510733, 1.098349, 2.090784, 1.918144, 0.733490, -32.172056, 2.533434, 1.852790, 2.452820, 0.575214, 1.189382, 1.380928, 0.586206, 1.762430, 1.100220, 3.006859, 1.099852, 1.590284, 1.978073, 0.892860, 0.582819, 2.055343, 2.593333, -0.381859, 1.207395, 1.550928, 0.471633, 1.548632, 0.819656, 3.579523, 2.779838, 2.647183, 0.782502, 2.655862, 0.754690, 1.137345, 2.089873, -0.270630, 1.124386, 1.188484, 2.163490, 0.854157, 1.617240, 2.370081, 2.447711, 1.213816, 2.268571, 1.047819, 1.246158, -1.163577, 2.260326, 0.772664, 0.655619, 1.963789, 0.793969, 1.218494, 1.040000, 0.049904, -0.621727, 1.972136, 2.445933, 2.287104, -0.545080, 1.213826, 2.942438, 1.071180, 0.654484, 1.897319, -0.764653, 0.932192, 1.993359, 0.548268, 2.694981, 2.285701, 1.289734, 2.086167, 1.621818, 1.710482, -0.697240, 1.703575, 3.765628, 9.432350, 2.431581, 1.405544, H, J, H, NaN, G
1.183726, -0.657101, 29.757691, -0.005307, -0.366656, 2.817230, -0.531241, 1.331169, 0.042717, -1.179395, -1.525867, 0.570237, 1.827974, -0.823318, 2.078014, -0.818537, -31.976059, 0.704859, 0.483961, 0.138996, -1.075238, 1.088943, 0.447050, -0.006892, 0.153806, 0.194518, 0.704365, 0.514822, -0.013696, 0.944862, 1.249588, 2.578852, 1.992737, 2.701498, -1.220955, 0.442729, 1.292010, -1.027342, 0.521995, -0.762468, 3.439929, 0.197087, 1.964298, 0.286260, 0.971119, -0.462279, 0.081400, 1.780914, -0.620323, -0.421231, 0.577652, 2.272577, -0.363099, -1.279330, 1.420016, -1.312349, -0.380763, 1.081438, 0.923469, -2.265609, -0.779549, 2.524837, -0.229667, -0.790356, 1.248702, 1.394650, 0.896143, 1.532661, -0.651317, -2.895126, -0.257474, -0.554942, 0.600071, -1.259486, 2.496634, 2.979344, -1.237877, 1.054516, 0.630278, -1.440900, -1.219914, -0.378227, 0.206293, 2.040207, 2.206144, -0.587153, -1.061773, -0.584368, -1.785749, -0.683306, 1.494222, 2.181410, 6.031605, 0.178077, 1.743922, NaN, J, H, G, H
1.231598, 0.421905, 30.258652, 2.257553, 0.911465, 2.777957, -0.729512, 0.787607, 1.082987, 0.654714, 0.452424, 1.719661, 0.233379, 0.376116, 1.343857, -1.201946, -32.673476, 2.145325, -0.088565, 0.158731, 0.052935, 0.120516, 0.396738, 0.440287, 1.319471, 1.097619, 0.865379, 1.784084, 0.092746, 1.728802, 2.031933, 1.766613, 1.653918, 2.646108, -0.945429, -0.562609, 2.001271, 0.068540, -0.169113, 1.374600, 3.936239, 2.397920, 3.142622, -0.390751, 3.460174, 1.914729, 0.577057, 2.219468, 0.776837, 1.165260, -0.713775, 2.804695, -0.082158, 1.124080, 2.510078, 1.297303, 1.003663, 0.572802, 1.901426, 0.999198, -0.778392, 3.288246, 0.680228, 0.469708, 2.239706, 1.018984, 1.422511, 1.650663, -0.868599, 0.448709, 0.806845, 0.972453, 1.918067, -0.155155, 2.633393, 2.737873, 0.848158, 0.211293, 2.429118, 0.851483, 0.863239, 0.239258, 0.937469, 2.856424, 2.075826, -0.183367, 0.919891, 1.974755, 0.450569, -0.525736, -0.148731, 1.669354, 8.443076, 1.773778, 1.283997, J, J, G, K, J
1.301373, -0.828351, 27.334129, 0.259691, -1.235096, 0.920918, -2.210424, -0.708557, 0.680400, -0.935886, -2.135779, -0.369629, -0.920519, -2.307536, 0.970896, -2.073969, -34.050616, 0.029900, 0.784779, -0.922598, -1.789291, 0.038963, 0.167333, -2.162241, -0.041739, -0.806404, -0.876070, -1.640547, 0.739056, -0.691852, 1.479954, 0.073334, 1.417761, 2.238703, -2.377096, -2.001067, -0.142999, -0.126921, -2.628461, -0.282065, 2.129037, -0.375495, 0.724036, 0.474622, 1.172125, 0.420382, -0.821448, -0.036148, -3.392267, -0.262820, -1.441231, 1.055136, -1.561555, -1.380768, 1.609870, 0.670710, -2.053310, -0.061922, 1.277756, 0.135177, -0.876116, 2.005446, -0.802247, -0.188134, -2.337598, 0.654078, -1.157810, 1.205314, -0.657422, 0.401730, -3.303194, -0.533880, 0.214213, -2.560364, 1.781532, 0.034223, 0.353841, -1.700295, 0.684150, -1.034158, -1.120097, -0.995681, -0.039062, 1.418425, -0.485332, -1.242616, -0.490808, -0.749196, -1.280883, -0.922664, -0.835729, -1.527438, 6.613082, -1.844330, -0.729015, J, I, H, H, I
1.030378, 0.430554, 29.955427, 0.710288, 0.107700, 2.333051, -0.510719, 0.376675, 0.179263, -0.631269, -2.102259, -0.609244, -1.653016, -0.442260, 1.715797, -1.517558, -32.408138, -0.549173, 1.650837, 0.899166, 0.100492, 0.374664, -0.600680, -0.578810, 0.715186, -0.514239, 1.194187, -1.033729, -0.129483, -0.592682, 0.204290, 1.241009, -0.592272, 1.558273, -1.139843, -1.382369, 0.867661, -0.130193, -0.247594, -0.886897, 1.690793, -0.103991, 0.039727, 0.555851, 1.114105, -1.053174, -1.151026, 0.811790, -2.067715, -1.091746, -0.654509, -0.207585, -1.093096, 0.575688, 1.967212, -0.152504, -0.276035, 0.663751, 1.085195, 0.975990, -1.984081, 2.146768, 0.197719, 0.856089, -2.262001, 1.026080, -2.640118, -0.398674, -0.776549, -0.190144, -0.459681, -0.403821, -0.677724, -0.849017, 2.052629, 0.077543, -1.470177, -1.207226, 0.940997, -1.889389, -0.306751, 0.688794, -1.455828, 1.291532, 0.948106, 0.077445, -1.293523, 1.141811, -0.972995, -2.787491, -1.303105, 0.948575, 6.813717, -0.221303, -1.057933, NaN, J, G, J, I
0.272075, -0.417127, 29.170124, 0.006356, -0.729676, 1.849047, -0.469627, -0.487301, 0.109103, -2.963072, -0.754757, 0.064922, -0.484570, 0.204697, 0.970664, -0.490589, -32.278716, -1.141020, 0.592031, -0.453040, 0.051213, 1.910252, -0.792602, 1.619156, -0.181315, 1.037126, 0.501125, -1.310224, -0.757091, -0.687412, 0.054679, 0.676277, 0.936463, 1.818113, -0.825582, 0.087638, 1.530850, -1.716529, -0.506958, 0.532809, 1.598253, 0.177180, 0.100491, -0.078936, 1.746430, -2.168295, -0.017294, 2.114114, -0.573421, 0.169052, -0.965253, 1.562020, -1.714135, -1.245947, 2.256106, -0.871566, 1.111141, 0.225932, 0.510610, -0.109122, -0.538984, 1.277784, 0.854064, -0.522278, -0.866800, -0.161049, -2.099389, -0.066076, -1.559104, -1.864482, -1.958796, -0.816360, 0.334885, -0.281341, 0.865766, 2.843983, -2.062522, -0.307983, 1.062319, -1.047188, -1.753526, 0.554368, -0.695797, 0.912406, 1.301603, -0.602597, -1.950233, 0.157737, -0.949470, -0.143990, 0.860318, 2.770694, 5.094507, 0.806885, 1.721209, G, NaN, I, K, NaN
-0.423233, 0.357259, 30.091745, -0.787538, -0.567144, -0.258163, -1.693401, -0.593507, -0.536028, -2.076426, -1.162245, -0.757799, -0.265975, 1.483652, 1.217133, -0.759436, -32.524841, -0.328382, 1.542029, 0.655988, -0.082043, -0.146837, -0.754330, 0.104335, 0.412218, -1.500789, 1.366114, -0.187211, -1.349573, -1.565076, -1.032463, 0.915372, -0.474099, 2.784529, -0.950108, -0.946478, 1.239580, -0.872094, -0.474252, 1.424418, 1.998962, -0.303450, 1.358844, -1.062531, 0.887587, 1.098429, -0.130733, 0.267478, -2.303203, -1.133021, -0.095269, 0.256170, -1.273366, 0.254583, 2.714037, 1.382769, 0.461995, 0.423619, 1.210898, 0.714807, -2.005279, 1.692919, -0.094459, 0.468658, 0.070837, 0.191304, -3.198876, -0.588005, 0.031527, -0.047519, -0.229104, 0.222115, 0.340063, -0.005392, 1.937266, 0.721809, -2.129743, -0.945510, -0.265892, -2.354392, 0.934949, 0.019606, -0.478817, 0.756412, 0.788565, 0.077785, 0.552392, 1.408589, -0.583078, -1.394882, 0.633157, 2.346206, 6.971474, -0.244046, 1.730602, NaN, J, G, G, J
1.690162, -0.451338, 28.488630, -0.916212, -0.723808, 1.702747, -3.547943, -1.018240, -1.652837, -3.157709, -1.872364, -0.812529, 0.536558, -2.243602, 0.004224, -1.535563, -33.841438, -1.423689, -0.480226, 0.142387, -1.246966, 0.239115, 0.480588, -1.744621, 1.190999, -0.421007, -0.204582, -2.562210, 0.948082, -2.626633, -0.303587, 0.673887, 0.220684, 1.031061, -1.630722, -1.611726, 0.678908, -3.131039, -1.887527, -1.216270, 1.033550, 0.255132, 0.356710, -0.604634, 0.347153, -2.857486, -0.410260, -1.182390, -2.498456, -1.527777, -0.058942, -0.808713, -2.728883, -1.356093, 2.151701, -0.670027, -1.894927, -1.985331, 0.510666, -1.064559, -2.941025, -0.716775, -2.100536, 0.068663, -2.065688, 0.080929, -4.096575, 0.547604, -1.278160, -1.949164, -2.780360, -0.732772, -0.832484, -1.626349, 1.299447, 0.886739, -1.661964, -3.817652, -0.594871, -2.370813, -1.957413, -2.391857, -0.994445, 0.125368, -2.531511, -0.147468, -0.049916, -1.227705, -3.782252, -2.195462, -1.186310, -2.271435, 5.271951, -1.857884, -1.055550, NaN, NaN, G, NaN, H
2.894186, 0.429144, 32.033654, 1.766007, 2.220289, 4.513568, -0.635933, 1.234425, 1.828808, -0.459053, -0.304150, 1.422008, 0.178826, 1.073412, 0.347401, 1.067718, -29.914502, 0.159261, 2.287800, 1.453925, -0.305304, 2.529169, 0.838472, 0.864742, 2.553110, -0.279465, 2.005091, 2.012060, 0.771137, 1.316948, 1.098122, 1.807375, 1.483669, 4.695462, -0.564593, 0.523180, 1.457414, 1.550988, 1.079881, 0.781733, 4.983816, 1.016194, 3.105635, 2.909354, 1.405207, -0.043197, 0.069627, 2.297858, 0.324795, 0.460637, 1.410304, 1.507204, 2.031278, 0.583888, 1.956867, 0.977581, 2.128565, 1.883418, 2.785204, 0.937421, -0.678234, 3.245436, -1.302260, 1.482308, 1.853552, 1.821507, -0.021772, 1.717891, 1.455563, 0.211312, 1.716914, -0.019357, 2.039192, 0.712850, 3.697200, 3.077179, 1.024416, 1.188882, 2.391863, -1.004485, 1.709870, -0.704575, 1.295277, 1.301793, 3.003550, 0.852179, -0.304363, 2.546481, 0.581010, 0.769265, 2.304244, 2.302524, 8.059882, 1.328099, 0.505688, H, NaN, H, H, G
-0.348761, -2.066824, 28.590776, -0.018082, -1.624046, 1.043250, -1.641214, -0.315026, -1.501911, -1.834630, -1.550069, -1.216086, -0.836236, -1.118931, -0.084489, -2.506779, -33.688264, -0.844913, 0.666421, -2.987592, -2.873848, -1.277253, -1.970855, -1.014602, -0.066992, -1.357381, 0.601769, -1.434003, -2.013642, -1.891610, -1.372664, -0.672378, -1.196179, 2.639646, -1.621288, -2.432516, -0.806952, 0.212914, -1.768915, -1.103179, 0.960266, -2.259919, 0.906047, -1.652533, -0.459637, -0.829312, -2.116060, -1.660759, -2.539459, -1.724029, -2.544875, -0.839582, -2.309430, -2.128686, 0.305531, -1.759037, -2.439460, -1.244410, 0.380286, -1.533062, -1.815460, 0.696590, -0.795198, -1.665979, -0.487362, -0.042093, -2.158796, -1.938109, -2.161184, -2.541369, -1.994146, -2.325832, -0.165921, -0.591350, -0.033787, 1.647132, -2.641390, -1.195640, -1.888212, -3.694264, -2.230323, -1.542661, -0.946688, 0.698192, -0.083150, -1.129474, -2.129086, -1.015512, -1.328639, -2.347485, -0.470235, 1.733275, 6.036429, -0.570408, -0.505034, K, I, NaN, G, NaN
1.831635, -0.020877, 30.423752, 0.203260, 1.316115, 1.168550, 0.178032, 1.942708, 1.346058, -0.783069, -1.059807, 1.028804, -0.623628, 1.041193, 1.426639, 1.231708, -32.098397, 1.244851, 2.007929, 0.321397, 0.376567, 0.089485, 1.144417, 0.559779, 0.766211, -0.268543, 1.909568, -0.127866, 0.530044, 0.873872, 0.383025, 0.943409, 1.267411, 3.209882, -1.331916, 0.095645, 1.903482, 1.117920, 0.530403, 1.202864, 4.010794, 1.397105, 2.142030, 1.414344, 2.407886, 0.071154, 0.337873, 2.026619, -0.468267, -0.174544, -0.266156, 3.005714, -1.290212, 1.087315, 1.242678, 1.662828, 0.623599, 0.958037, 2.853313, 0.816350, -0.513609, 3.510445, 0.425079, 0.386983, 0.896314, 0.604702, 0.806216, 0.792261, 0.372179, 0.220529, 0.043604, -0.659619, 2.364216, -0.341786, 0.891447, 2.684107, -0.816437, 1.883283, 2.320696, -1.114572, 0.645223, 2.731837, 1.240760, 2.777390, 1.928446, 1.567308, -0.340692, 1.649021, 2.255424, -0.027747, 0.699825, 3.065849, 6.894063, 0.774223, 1.103248, H, G, G, H, J
2.092299, 0.267838, 31.991714, 1.031773, 1.318227, 2.044880, 0.581600, 1.713547, 0.739075, -0.589136, -0.186118, -0.059486, 0.803924, 0.777182, 1.342305, -0.003615, -32.205111, 2.092616, 2.575342, 2.279749, 0.383610, 1.393222, 1.203406, -0.160019, 1.067966, 1.335982, 1.497006, 0.317926, 0.737769, 0.995178, 2.177566, 2.015206, 1.894020, 3.406876, -0.080040, 1.010854, 2.514142, 2.547682, -0.266466, 0.326189, 2.256818, 1.280218, 1.847817, 1.165037, 2.225389, 1.303529, 1.984257, 2.279035, -1.985927, -1.073619, 0.210626, 1.675623, -0.943244, 1.904889, 3.248084, 1.537818, 0.247813, 3.138988, 0.952270, 2.309915, -0.348260, 3.567311, 1.380717, 1.742752, -1.712012, 0.496005, -0.403906, 2.031892, -0.177509, -0.382636, 0.776602, 0.916123, 0.917556, -0.292139, 2.807692, 1.361844, 0.135958, 1.569099, 1.528715, 0.530660, -0.037638, 1.531387, 0.953642, 2.304056, 2.203351, 0.320590, -0.311629, 1.567982, 1.152969, -0.339949, 1.054506, 2.617356, 8.197707, 0.760549, 0.837118, G, J, G, G, I
