y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
3.877308, -1.883835, -0.920949, 28.960036, -0.087455, -0.402028, 1.325425, -1.437595, -0.344806, -1.217216, -2.876080, -2.409359, -1.547310, -0.374526, -0.700203, 1.004601, -0.146392, -34.779441, -1.246955, 1.169129, 0.351960, -1.921639, 1.484426, -0.723459, -0.976261, 0.660385, -2.278527, 0.931845, -2.005747, -1.510674, -2.029662, -0.142211, 0.758395, 0.254996, 1.248186, -1.220109, -1.008147, -0.590037, -0.478964, 0.921174, 0.314496, 1.607953, -0.361545, 0.259450, 0.056735, 0.818490, -1.343602, -0.437938, 0.687963, -1.758089, 0.330365, -1.529433, 1.375674, -1.127623, -0.324952, 1.978094, 0.299006, -0.334269, -0.743930, 0.920940, -2.262906, -1.785667, 0.544349, -0.484626, -1.131410, -0.191799, -0.444454, -1.918282, -0.256379, -0.785299, -1.276192, -1.070296, -0.803002, -0.208686, -1.244442, 1.197988, 1.047775, -2.555970, -1.072015, 0.090884, -3.178020, -0.145691, -0.619538, -0.114210, 1.909164, -0.231495, -0.649978, 0.290549, -0.388869, -0.602457, -1.669170, -0.123243, 1.499941, 6.364970, -1.380017, 0.640144, G, I, I, H, H
1.949203, 0.254530, -1.705989, 28.292729, -1.298844, -0.136378, 0.757628, -2.144033, -0.206017, -1.671576, -0.602274, -3.169862, -1.141909, -0.683529, -0.857774, 0.555184, -1.355950, -33.837054, -0.745374, -0.176363, -1.417474, -1.991499, -0.274562, -0.426182, -1.883852, -0.455605, -1.918130, -0.521286, -2.042280, -0.988348, -2.707080, -1.097980, -0.077170, -0.732170, 1.297182, -2.677393, -0.834587, -1.056181, -0.672102, -1.748469, -0.434524, 1.547436, -0.236545, 0.112338, -1.987975, 1.395685, 0.256427, 0.019971, -0.422037, -1.677967, -2.072466, -0.478216, -0.922317, -1.307185, -1.547652, 1.373268, -0.610777, -1.337819, -0.536786, 0.241765, -1.091991, -2.303213, 0.210836, -2.295726, -1.115152, -0.859479, 0.595619, -2.169829, -1.250365, -0.727382, -2.098581, -1.130406, -1.907456, -0.368533, -1.305740, 1.362872, -0.592332, -2.085017, -1.630566, -0.039987, -2.087211, -0.044725, -1.355328, -0.462130, 0.577539, -0.847788, -0.329804, 0.689884, 0.067731, -1.864738, -2.412391, -0.618707, -0.958373, 6.744947, -2.176091, -0.320785, K, I, H, H, NaN
6.267262, 1.548561, 0.072949, 30.809341, -0.327985, 1.728342, 2.479323, -0.562588, 2.516136, 0.167578, -0.717911, -0.870462, -0.079654, 1.440429, 0.276313, 3.323236, -0.328475, -33.466003, 1.862576, -0.258756, 0.831020, -0.883795, 0.196692, 1.612930, 1.167986, 0.947501, 0.992683, 0.233757, -0.719772, 0.225942, 1.044474, 0.847933, 1.071217, 2.697543, 2.435093, -1.208358, 0.134309, 2.397153, 1.669846, 0.520179, -0.658321, 3.674257, 2.869681, 2.654229, 1.384981, 3.183059, -0.003225, -0.292923, 2.678199, 0.170388, -0.454684, 1.867880, 1.049969, -1.104650, -0.199034, 1.780998, 0.406714, 0.328522, 0.422878, 1.162058, -0.584186, -1.487205, 1.499150, 0.522354, 0.016329, -0.141047, -0.346606, 1.227468, 1.264606, -1.914968, -2.306208, 1.413289, -0.007702, 2.095367, 1.439807, 1.276963, 2.215768, -0.345034, 1.590751, 1.018821, -0.470570, -0.081419, 0.847423, 1.956870, 2.795734, 2.224683, 2.278454, 0.750437, 0.167865, 0.696258, -1.350047, -0.021664, 1.791624, 8.937524, 0.653386, 0.722389, K, I, H, K, NaN
-2.381551, 0.844170, 0.438539, 30.630282, -1.227352, 1.037846, 0.795880, -0.621596, 0.752424, 0.804347, -1.871252, -1.410081, -1.174482, 0.065249, 0.550680, 0.246190, -0.678837, -32.539387, -1.094083, 0.577198, 1.496824, -0.838464, 0.018134, -0.605592, -0.298543, 0.644513, 0.440000, 0.616483, -2.483566, 0.169145, -0.057237, -0.380903, -0.932505, 0.788635, 1.326051, -1.107730, 0.615678, 0.929867, -0.247508, 0.148491, 0.281453, 2.556249, 1.643794, 0.884382, -0.114738, 2.358051, -1.703008, -0.024658, 2.190107, -1.225565, -1.363312, 0.359544, 1.142707, -0.858681, -0.812766, 2.914216, 0.601596, 0.445437, 0.053182, -0.267514, -0.426589, -0.937037, 1.990638, -0.054109, -0.923562, -1.035749, -0.364108, -1.557397, 0.541638, -1.024545, -2.631068, 0.132002, -1.006491, -0.110893, -1.218497, 0.729821, 1.830788, -1.759709, 0.129679, 0.733219, -1.042667, -0.304817, 0.788609, 0.329302, 0.966568, 1.323523, -0.354074, -1.173342, 1.048208, 0.480770, -1.133294, 1.459890, 2.083270, 6.034444, 0.492482, 0.684556, K, G, H, H, H
21.493748, 0.118777, -1.924779, 29.311553, -1.550124, -0.134794, 0.938514, -1.612258, 0.686108, -0.538153, -3.339081, -2.637244, -0.548319, -0.783501, -2.096753, 0.625395, -0.139010, -34.431954, -1.352727, -1.689180, -0.002900, -2.094708, 0.803639, 0.125962, 0.287960, 0.338183, -2.292406, -0.556987, -1.874529, 0.073510, -1.532500, 1.269683, -0.861915, -1.031793, 1.601530, -3.373960, -0.198123, 0.690209, -2.531690, -0.380740, -0.594064, 1.573327, -0.428446, 2.297084, -0.776013, 0.702916, -2.311196, -0.658982, -0.440705, -2.685878, -2.021887, -0.418256, 0.839305, 0.072300, -2.284187, 2.045470, -0.745323, -1.129048, -1.577711, -0.511866, -1.514830, -1.893744, 0.257482, -1.599729, -2.202467, 0.016060, -1.682679, -1.454858, 1.202952, -2.270713, -3.222140, -2.332611, 0.418012, -0.797181, -1.887050, 1.272197, 0.452915, -2.527253, -2.729414, 0.171181, -1.676508, -1.918922, -0.249360, -1.528631, -1.728961, -0.140732, -2.593262, -0.629020, 0.894219, -1.882790, -2.612901, 0.820076, -0.609803, 5.067982, -1.705630, 0.848618, K, K, G, I, G
11.547874, 0.152358, -0.665323, 29.959526, 0.880556, 0.745930, 1.380237, -1.547136, 0.431446, 1.220495, -1.381062, -1.829319, -0.079942, -0.675366, 0.602829, 1.649761, -0.138555, -32.642360, 1.223050, -0.174490, 0.465606, 0.303715, 1.756712, -1.025031, 0.815781, 1.255681, 0.558592, 0.482360, -0.180321, 0.504830, -1.433598, 2.570470, -0.291525, 1.369993, 2.170834, -2.747757, -0.078490, 0.876899, -0.481452, -0.984667, 1.923979, 2.115222, 0.580223, 2.664596, -0.401709, 2.085248, 2.318018, 1.452891, 1.495396, -0.562972, -1.458302, 1.199151, 0.621594, 0.525633, -0.636274, 3.219619, 1.098971, 1.426971, -0.153813, 0.336907, -0.091666, -0.158150, 1.059437, 1.161243, 0.239088, -0.165734, -0.672205, -1.793728, 1.120199, -1.320361, -1.956604, 1.394064, 0.651631, 0.894788, -0.504615, 1.142266, 1.577478, 0.166327, -0.710885, 1.025934, 0.134883, 0.089017, -0.429625, -0.334081, 2.009171, 0.015232, -0.357771, 1.300712, 1.838873, -0.629726, -2.608832, 1.493416, 2.015554, 7.019197, 0.738258, 1.429916, NaN, NaN, K, G, K
6.786101, -0.354113, -1.252745, 29.489547, -2.099371, 0.459776, 1.640075, -2.504130, -0.414102, -1.928448, -2.038358, -2.889359, -1.175899, -1.240581, 0.005998, -0.394275, -0.543692, -33.348435, -1.070275, 0.742529, 0.195627, -1.499423, 0.418871, -0.402092, -1.568049, -0.665051, -0.729961, -1.133804, -2.468622, -1.163883, -1.577753, 1.057879, 0.950551, 0.587683, 2.082535, -1.639033, -0.908049, -0.182497, 0.005415, -0.911612, -0.672861, 3.275459, -0.324593, 2.263671, 0.495584, 1.726245, -0.891311, -2.187214, 0.475578, -1.395129, -1.614492, -0.727021, 2.376297, -2.488474, -0.786239, 1.241824, -0.733897, -0.480850, -1.141070, 1.664437, -1.023489, -2.882148, 1.150339, -1.491248, 0.881918, -1.271395, 0.368849, -0.243201, 0.416833, -0.719064, -1.089774, -1.472995, -1.537937, 0.392649, 0.299436, 1.585765, 1.388618, -1.478397, 0.845910, 1.343205, -0.885058, -0.774767, -1.977791, 0.965000, 0.808548, 0.480650, 1.633221, -1.364877, 0.195518, -1.528403, 0.049893, -0.753832, 0.210848, 7.642741, -1.086765, 0.341527, NaN, NaN, J, NaN, H
4.028303, 0.712080, -1.900402, 30.149949, -0.206171, 3.073370, 0.699400, -0.273277, 1.008885, -0.958930, -1.903548, 0.200630, 1.309819, 1.206678, 0.157811, 0.297731, -0.532561, -32.534371, -0.250269, -0.111820, 0.540541, 0.328050, 1.065605, 0.222602, -0.356649, 2.217746, 0.652069, 0.146479, 0.154621, 0.060765, -1.005518, 2.149259, 1.854314, 0.969440, 1.117949, -0.065560, -0.026269, 1.451542, 1.945396, 0.791251, -0.055496, 2.957402, 1.743341, 1.560797, 0.242551, 2.132878, -0.254252, -0.754345, 1.644924, -0.891902, 0.542430, -0.942255, 1.758828, -0.197691, 0.252501, 3.583297, 0.158402, -0.494123, 0.199935, 0.409202, 0.972859, -0.891951, 3.963385, -0.709315, 2.107271, -0.585994, 0.707233, -1.802852, 1.168753, 0.844620, -0.378121, 1.108121, 0.375548, -0.440482, -0.455840, 2.135814, 0.223685, 0.198804, 0.051157, 0.201172, -1.021912, -0.206551, 0.261294, -0.164118, 0.618077, 0.385901, -0.197654, 0.413213, 1.529022, 0.418617, 0.908893, 0.610591, 1.118281, 7.884809, 0.232366, 1.172553, H, J, H, I, H
6.767362, 0.306105, -0.524629, 31.306228, 0.548734, 0.798386, 0.955336, -1.390546, 0.163099, -1.269416, -1.319718, -1.681892, -0.391195, -0.255303, 0.636490, 0.293113, -0.949692, -33.550084, 1.174181, 0.573943, 0.918518, -0.583315, 0.529283, -0.015141, -1.272076, 0.169326, -0.449585, 0.174628, -1.158408, -1.139437, 0.684796, 0.704737, 1.013957, 1.403986, 1.786451, -2.616028, -1.323984, 1.309955, -0.029254, -0.473903, -0.238562, 1.834413, 1.021259, 0.545823, 0.187548, 0.984430, 0.700385, -1.387930, 1.423703, -1.876557, -0.016110, -1.311644, 2.500582, -1.325647, -0.379212, 0.048139, -0.868098, -1.008643, 0.475042, 0.617007, -1.281683, -1.186371, 1.461153, -0.170668, 1.655723, -0.309827, 0.789288, -0.609693, 1.697265, -0.595749, 0.006840, -0.004504, 0.092285, -0.266368, -1.490159, 1.140006, 1.675238, 0.518705, -0.381504, 0.107043, -1.048848, -0.755258, -1.204704, 0.488477, 1.751549, 1.398665, 0.839114, 0.726327, -0.371766, -0.376112, -2.817073, -0.122102, 2.612974, 6.827780, 0.575994, -0.122841, K, J, NaN, G, J
-0.533616, -0.169567, -0.921186, 30.427390, 0.774444, -0.778554, 1.817353, -1.491511, 0.100469, -0.372573, -1.042395, -1.335811, -2.540788, 0.447560, 1.094050, 1.111027, -2.654016, -32.180720, 0.265207, 1.202552, 0.750302, -1.018253, 0.366764, 0.413479, -1.224654, 0.535776, 0.406137, 0.405793, -0.240358, -0.281528, -0.978539, 0.179630, -0.128703, 1.108052, 2.420235, -1.654217, 0.827160, -0.347162, 0.550046, 0.121607, -0.708496, 2.452064, -0.685309, 3.200549, 0.483817, 2.268225, -0.011828, -0.401111, 0.386927, -2.246459, -1.576652, -0.741330, 0.965260, -1.504462, -0.268084, 3.070696, 1.025605, 1.706678, 0.898607, 1.501561, -0.365434, -0.414521, 1.614783, 0.670331, -0.186982, -1.391395, -0.413927, -1.335794, -0.227564, -2.235431, -2.314578, -1.330474, -0.738845, -0.297233, 0.762411, 2.028554, 0.877323, -2.096197, -1.166079, 1.028394, -2.013605, 0.245324, 0.428245, -0.095401, 1.788786, -0.878599, -0.289527, -1.354702, 0.409825, 0.237232, -1.060025, 0.543663, 1.152391, 7.785896, 0.592877, 0.301003, K, J, NaN, K, G
5.560954, 1.901594, -0.451413, 31.544999, 0.287823, 1.375193, 0.897185, -1.585930, 1.739078, -0.893928, -0.291635, -0.389538, 1.951203, 1.042579, 0.317287, 2.293592, -0.364234, -32.535907, 0.803402, 0.364041, 0.788720, -0.135299, 1.050034, 1.728614, 0.314779, 0.974484, 0.955118, -0.023897, -0.414023, -0.914529, 0.945477, 1.174620, 0.613590, 1.691582, 2.147144, -2.519305, -0.525931, 2.889282, 1.336585, -0.067354, -0.738147, 4.015679, 2.918195, 0.682375, 0.817719, 3.088182, -0.114928, -0.123858, 2.334980, 0.259377, 0.422702, -0.176908, 3.578122, -0.484964, -0.637454, 2.346417, 0.340106, 1.028257, 0.765935, 1.531035, -0.717654, -0.705435, 2.755778, -0.874686, 0.489580, -0.875614, 0.568834, -0.072161, 0.723446, -0.467001, -1.502691, 0.290648, 0.498477, 1.517401, 0.060654, 2.729955, 1.102187, 0.860370, -1.765153, 2.112876, -0.953816, -0.837899, 2.058151, -1.023197, 1.571017, 1.557061, 0.267112, -0.371250, 0.985326, 1.516110, -0.200006, 1.126385, 0.748888, 7.321941, -0.311567, 1.927355, G, J, H, G, K
8.088804, 2.477734, 0.496585, 30.491537, 1.473376, 2.669054, 4.028002, 1.114738, 2.371003, 0.351816, -0.066619, -1.608753, 0.656072, 0.786611, 1.094360, 1.825832, 0.448755, -32.194029, 0.570587, 1.610692, 0.458548, -0.687174, 1.346183, -0.446696, 1.118085, 0.899965, 0.239744, 1.854482, 0.126968, 1.707671, -0.425706, 1.887288, 1.234961, 1.337772, 3.227124, -1.804792, 0.907565, 1.642889, -0.208472, 0.648406, 1.325729, 3.696543, 1.097894, 3.242898, 1.325781, 2.759536, 0.717636, 1.761749, 2.504496, -0.350406, -0.100062, 1.485957, 1.587226, 0.996355, 0.690786, 2.887025, 0.896025, 0.280447, 1.631974, 1.694908, -0.606538, -1.121831, 1.410722, 0.552846, 1.452624, 2.303490, 0.783873, -0.016673, 1.113148, 1.166230, -1.509002, 1.299459, 1.002720, 0.500282, -0.186237, 2.559109, 2.891533, -0.060411, 0.058367, 1.101173, 0.568928, 0.101534, 1.287062, 1.373390, 2.142480, 2.530293, 0.010910, 1.226749, 1.571181, 0.152621, -2.264713, 1.466346, 1.888083, 7.978769, 1.075423, 1.555571, K, H, G, NaN, G
